MeanPriceDistrict;Square;LifeSquare_per_Square;KitchenSquare;Floor;HouseFloor;HouseYear;Ecology_1;Ecology_2_bin;Social_1;Social_3;Helthcare_2;Shops_2_bin;Price
2763.7097;55.29359399999999;0.48923892;8.0;7;13;1991;0.07542368;0;11;0;0;0;144381.98
2763.7097;34.453568;0.6252552;5.0;7;13;1970;0.051815435;0;5;0;0;0;98494.93
2763.7097;69.94328;0.61738354;6.0;6;13;1977;0.21140121;0;9;0;0;0;150119.16
2763.7097;45.490322;0.4987777;12.0;5;22;1977;0.017647052;0;2;0;0;0;155802.45
2763.7097;120.77122;0.61738354;6.0;8;13;1977;0.072157584;0;2;1;0;1;275644.72
2763.7097;64.91573000000001;0.50673133;12.0;9;25;2014;0.017647052;0;2;0;0;0;173213.28
2763.7097;48.599514;0.61738354;6.0;8;13;1977;0.072157584;0;2;1;0;1;159768.11
2763.7097;92.40001;0.61738354;10.0;2;5;1977;0.07542368;0;11;0;0;0;116942.67
2763.7097;32.596287;0.61738354;6.0;8;25;2016;0.072157584;0;2;1;0;1;98209.09
2763.7097;54.149067;0.61738354;6.0;9;13;1977;0.072157584;0;2;1;0;1;167325.62
2763.7097;62.22891;0.59923476;6.0;8;17;2017;0.017647052;0;2;0;0;0;189803.02
2763.7097;76.51768;0.61738354;6.0;6;17;1977;0.072157584;0;2;1;0;1;175224.05
2763.7097;41.299843;0.61738354;6.0;7;17;1977;0.011654127;0;4;0;0;0;112163.695
2763.7097;35.861057;0.577175;5.0;7;13;1967;0.07542368;0;11;0;0;0;111685.96
2763.7097;42.336791999999996;0.61738354;6.0;11;25;2014;0.21140121;0;9;0;0;0;104065.3
2763.7097;38.29119;0.54053116;6.0;3;13;1977;0.017647052;0;2;0;0;0;127291.38
2763.7097;82.87736;0.61738354;15.0;11;17;2016;0.072157584;0;2;1;0;1;201620.86
2763.7097;63.598198;0.61738354;6.0;5;13;1977;0.072157584;0;2;1;0;1;203189.64
2763.7097;43.325043;0.61738354;6.0;5;13;2018;0.017647052;0;2;0;0;0;132276.34
2763.7097;60.696053000000006;0.5615054;10.0;13;17;2017;0.011654127;0;4;0;0;0;180835.67
2763.7097;65.444496;0.61738354;6.0;7;19;1977;0.21140121;0;9;0;0;0;146247.61
2763.7097;45.428905;0.71302545;6.0;7;25;2014;0.072157584;0;2;1;0;1;120069.42
2763.7097;41.461059999999996;0.61738354;6.0;15;17;1977;0.017647052;0;2;0;0;0;126331.37
2763.7097;41.368233000000004;0.61738354;10.0;6;12;2015;0.011654127;0;4;0;0;0;113622.43
2763.7097;45.533768;0.67530555;6.0;1;4;1965;0.07542368;0;11;0;0;0;137784.61
2763.7097;47.54733;0.61738354;6.0;10;13;2014;0.017647052;0;2;0;0;0;126993.23
2763.7097;39.055115;0.61738354;11.0;11;17;2016;0.21140121;0;9;0;0;0;103615.18
2763.7097;83.6147;0.5938126;6.0;12;13;2016;0.072157584;0;2;1;0;1;260724.33
2763.7097;67.25291999999999;0.7251255;9.0;3;5;1975;0.011654127;0;4;0;0;0;179678.14
2763.7097;37.10928;0.61738354;6.0;3;7;2019;0.21140121;0;9;0;0;0;109578.0
2763.7097;39.287495;0.55320257;8.0;9;12;2006;0.041116353;0;53;4;1;0;185002.95
2763.7097;55.225356999999995;0.6079335;9.0;8;9;1999;0.041116353;0;53;4;1;0;85164.83
2763.7097;42.8483;0.61738354;6.0;11;13;2014;0.072157584;0;2;1;0;1;143287.02
2763.7097;64.06183;0.61738354;6.0;20;22;2017;0.21140121;0;9;0;0;0;145700.62
2763.7097;55.064040000000006;0.58812475;11.0;10;17;2018;0.011654127;0;4;0;0;0;136794.58
2763.7097;38.98449;0.61738354;6.0;9;16;2014;0.011654127;0;4;0;0;0;107566.055
2763.7097;48.455708;0.61738354;6.0;1;13;1977;0.011654127;0;4;0;0;0;114606.94
2763.7097;56.85306;0.61738354;6.0;13;13;1977;0.011654127;0;4;0;0;0;146652.39
2763.7097;39.748455;0.61738354;6.0;6;6;2019;0.011654127;0;4;0;0;0;122075.43
2763.7097;71.74048;0.4919036;12.0;1;16;2017;0.017647052;0;2;0;0;0;175447.67
2763.7097;34.24307;0.61738354;6.0;20;25;1977;0.072157584;0;2;1;0;1;113310.33
2763.7097;103.68355;0.61738354;6.0;9;13;2018;0.072157584;0;2;1;0;1;227866.34
2763.7097;63.596878000000004;0.5334579;12.0;12;17;2014;0.017647052;0;2;0;0;0;170957.4
2763.7097;44.417336;0.61738354;6.0;12;12;2015;0.017647052;0;2;0;0;0;143706.02
2763.7097;44.21819;0.61738354;7.0;15;17;1977;0.017647052;0;2;0;0;0;125555.55
2763.7097;65.08889;0.61738354;6.0;10;13;1977;0.072157584;0;2;1;0;1;179525.64
2763.7097;62.118030000000005;0.61738354;6.0;7;13;2014;0.072157584;0;2;1;0;1;194555.64
2763.7097;81.867165;0.61738354;6.0;12;19;1977;0.21140121;0;9;0;0;0;182228.52
2763.7097;41.941914000000004;0.61738354;6.0;10;13;2016;0.21140121;0;9;0;0;0;113350.02
2763.7097;42.796616;0.46469873;10.0;14;18;2014;0.072157584;0;2;1;0;1;186655.02
2763.7097;117.87053;0.61738354;6.0;10;12;2019;0.072157584;0;2;1;0;1;240807.8
2763.7097;73.755135;0.61738354;6.0;10;17;1977;0.072157584;0;2;1;0;1;202988.05
2763.7097;47.506508000000004;0.6204833000000001;8.0;8;16;2014;0.21140121;0;9;0;0;0;165683.08
2763.7097;58.93815;0.61738354;6.0;10;17;1977;0.21140121;0;9;0;0;0;130992.03
2763.7097;62.24596;0.61738354;10.0;5;5;2016;0.072157584;0;2;1;0;1;197796.5
2763.7097;41.473232;0.61738354;10.0;2;17;1977;0.011654127;0;4;0;0;0;89104.35
2763.7097;37.357338;0.61738354;6.0;10;12;1977;0.011654127;0;4;0;0;0;95911.73
2763.7097;63.163628;0.61738354;6.0;16;17;1977;0.011654127;0;4;0;0;0;183656.4
2763.7097;63.110583999999996;0.6464911;11.0;7;13;2016;0.017647052;0;2;0;0;0;177572.83
2763.7097;38.3788;0.61738354;10.0;11;17;2018;0.011654127;0;4;0;0;0;112870.586
2763.7097;42.838127;0.5125701;10.0;8;17;2004;0.07542368;0;11;0;0;0;131064.44
2763.7097;55.069219999999994;0.61738354;6.0;13;13;2017;0.21140121;0;9;0;0;0;160035.14
2763.7097;56.56444499999999;0.61738354;6.0;7;12;2015;0.011654127;0;4;0;0;0;141086.0
2763.7097;54.755386;0.61738354;6.0;12;17;2018;0.011654127;0;4;0;0;0;150281.36
2763.7097;51.634840000000004;0.8317655999999999;6.0;17;18;2015;0.017647052;0;2;0;0;0;146489.55
2763.7097;62.903843;0.52544826;11.0;12;14;2013;0.017647052;0;2;0;0;0;158805.67
2763.7097;80.9522;0.5417581;12.0;3;17;2015;0.017647052;0;2;0;0;0;202664.31
2763.7097;51.71817;0.61738354;6.0;7;13;1977;0.21140121;0;9;0;0;0;134758.36
2763.7097;37.33013;0.61738354;7.0;10;14;2016;0.011654127;0;4;0;0;0;89296.99
2763.7097;39.164013;0.61738354;12.0;11;19;1977;0.21140121;0;9;0;0;0;108408.65
2763.7097;79.339325;0.61738354;12.0;6;19;2016;0.21140121;0;9;0;0;0;168039.16
2763.7097;51.64237;0.61738354;12.0;11;14;2013;0.051815435;0;5;0;0;0;80348.79
2763.7097;68.45381;0.61738354;6.0;15;17;1977;0.017647052;0;2;0;0;0;199508.38
2763.7097;79.04713000000001;0.5695304;10.0;9;12;2000;0.041116353;0;53;4;1;0;274302.84
2763.7097;31.74592;0.61738354;6.0;19;25;2015;0.072157584;0;2;1;0;1;105571.68
2763.7097;44.517853;0.61738354;6.0;12;13;2015;0.017647052;0;2;0;0;0;140727.02
2763.7097;44.279694;0.61738354;6.0;9;13;1977;0.072157584;0;2;1;0;1;149413.2
2763.7097;78.92475999999999;0.61738354;6.0;10;17;1977;0.21140121;0;9;0;0;0;170966.83
2763.7097;53.769096;0.61738354;6.0;5;13;1977;0.072157584;0;2;1;0;1;140647.56
2763.7097;85.18541;0.61738354;6.0;3;13;2016;0.21140121;0;9;0;0;0;204223.83
2763.7097;52.619125;0.61738354;6.0;6;24;2014;0.072157584;0;2;1;0;1;157892.62
2763.7097;42.400036;0.61738354;6.0;11;17;2015;0.011654127;0;4;0;0;0;124522.35
2763.7097;81.63194;0.61738354;10.0;19;22;1977;0.21140121;0;9;0;0;0;165121.02
2763.7097;83.867455;0.60275865;8.0;3;6;2001;0.041116353;0;53;4;1;0;312135.47
2763.7097;63.340176;0.61738354;6.0;8;13;1977;0.017647052;0;2;0;0;0;159898.8
2763.7097;30.786314;0.61738354;10.0;6;22;2016;0.21140121;0;9;0;0;0;87966.766
2763.7097;67.02059;0.61738354;6.0;9;13;1977;0.017647052;0;2;0;0;0;188121.3
2763.7097;44.153618;0.61738354;10.0;5;20;2016;0.011654127;0;4;0;0;0;134173.53
2763.7097;47.042957;0.61738354;6.0;10;17;2017;0.017647052;0;2;0;0;0;146146.4
2763.7097;46.0328;0.4674765;10.0;8;12;2004;0.21140121;0;9;0;0;0;151318.95
2763.7097;67.78355;0.61738354;6.0;12;13;1977;0.017647052;0;2;0;0;0;194205.11
2763.7097;82.515915;0.5499064;6.0;5;13;1977;0.017647052;0;2;0;0;0;207858.58
2763.7097;35.14802;0.61738354;6.0;14;25;2016;0.072157584;0;2;1;0;1;108871.96
2763.7097;73.60056;0.61738354;6.0;3;13;1977;0.011654127;0;4;0;0;0;185156.75
2763.7097;37.667046;0.61738354;8.0;9;13;1977;0.017647052;0;2;0;0;0;115037.086
2763.7097;42.128757;0.52627957;8.0;12;14;2003;0.041116353;0;53;4;1;0;163987.14
2763.7097;39.98043;0.5569318;8.0;5;10;1998;0.041116353;0;53;4;1;0;160615.39
2763.7097;49.486736;0.61738354;6.0;15;17;2016;0.017647052;0;2;0;0;0;140042.61
2763.7097;72.65508;0.61738354;6.0;2;13;1977;0.072157584;0;2;1;0;1;200919.61
2763.7097;91.25601999999999;0.61738354;6.0;10;17;1977;0.072157584;0;2;1;0;1;219223.2
2763.7097;66.58491500000001;0.496648;6.0;2;13;2016;0.017647052;0;2;0;0;0;177719.45
2763.7097;43.961735;0.5683454000000001;8.0;3;9;2003;0.041116353;0;53;4;1;0;151888.73
2763.7097;52.327164;0.61738354;15.0;5;17;2017;0.072157584;0;2;1;0;1;89632.664
2763.7097;74.45706;0.61738354;14.0;7;12;1977;0.072157584;0;2;1;0;1;160728.38
2763.7097;37.846070000000005;0.61738354;6.0;7;13;1977;0.072157584;0;2;1;0;1;111920.69
2763.7097;95.7135;0.47902849999999997;11.0;2;9;2000;0.041116353;0;53;4;1;0;301732.2
2763.7097;41.585266;0.61738354;6.0;13;19;1977;0.21140121;0;9;0;0;0;99967.55
2763.7097;58.46089;0.61738354;8.0;16;17;1977;0.21140121;0;9;0;0;0;147475.06
2763.7097;106.95886999999999;0.61738354;6.0;7;13;2018;0.072157584;0;2;1;0;1;337299.88
2763.7097;38.15142;0.61738354;6.0;24;25;1977;0.072157584;0;2;1;0;1;118939.01
2763.7097;44.860394;0.73384136;6.0;2;5;1969;0.21140121;0;9;0;0;0;111643.66
2763.7097;62.22843;0.61738354;6.0;6;13;1977;0.072157584;0;2;1;0;1;234771.06
2763.7097;41.749203;0.61738354;6.0;12;13;1977;0.072157584;0;2;1;0;1;126210.12
2763.7097;50.873129999999996;0.61738354;6.0;6;17;1977;0.072157584;0;2;1;0;1;149885.23
2763.7097;35.125248;0.68698126;9.0;4;12;1977;0.07542368;0;11;0;0;0;125903.06
2763.7097;38.89188;0.56283385;8.0;5;9;2002;0.041116353;0;53;4;1;0;173145.86
2763.7097;89.74812;0.61738354;6.0;8;8;2015;0.072157584;0;2;1;0;1;213138.7
2763.7097;60.085224;0.61738354;6.0;7;13;1977;0.21140121;0;9;0;0;0;137285.7
2763.7097;77.04182;0.61738354;6.0;12;19;2017;0.21140121;0;9;0;0;0;170167.8
2763.7097;38.87171;0.61738354;6.0;8;17;2019;0.011654127;0;4;0;0;0;118291.54
2763.7097;42.06758;0.5504806;10.0;7;13;2012;0.21140121;0;9;0;0;0;64958.984000000004
2763.7097;77.32977;0.56485516;10.0;18;20;1977;0.017647052;0;2;0;0;0;222112.92
2763.7097;64.98238;0.61738354;6.0;2;13;1977;0.072157584;0;2;1;0;1;194049.95
2763.7097;56.259094;0.61738354;6.0;9;17;1977;0.011654127;0;4;0;0;0;138197.22
2763.7097;63.247209999999995;0.61738354;8.0;13;17;1977;0.072157584;0;2;1;0;1;212734.02
2763.7097;72.87985;0.57265043;12.0;6;13;2014;0.072157584;0;2;1;0;1;141817.31
2763.7097;66.49531999999999;0.61738354;6.0;5;13;1977;0.072157584;0;2;1;0;1;199557.19
2763.7097;46.316573999999996;0.61738354;6.0;13;19;2014;0.072157584;0;2;1;0;1;145705.12
2763.7097;48.134613;0.61738354;6.0;4;13;1977;0.072157584;0;2;1;0;1;128008.02
2763.7097;88.93421;0.61738354;6.0;8;12;1977;0.072157584;0;2;1;0;1;219463.5
2763.7097;73.88127;0.61738354;12.0;9;12;1977;0.072157584;0;2;1;0;1;171584.9
2763.7097;52.29677;0.61738354;9.0;3;12;2019;0.072157584;0;2;1;0;1;140129.28
2763.7097;58.74403;0.61738354;6.0;8;13;2016;0.017647052;0;2;0;0;0;195032.9
2763.7097;68.499954;0.61738354;6.0;8;12;1977;0.072157584;0;2;1;0;1;207568.52
2763.7097;59.22636;0.61738354;6.0;15;25;2014;0.072157584;0;2;1;0;1;184144.98
2763.7097;65.98029;0.61738354;6.0;12;17;1977;0.017647052;0;2;0;0;0;193790.53
2763.7097;78.52466;0.5431201;13.0;2;12;2013;0.072157584;0;2;1;0;1;277332.94
2763.7097;39.285713;0.61738354;6.0;7;13;2017;0.011654127;0;4;0;0;0;108174.78
2763.7097;56.57935;0.61738354;12.0;24;27;2014;0.072157584;0;2;1;0;1;205998.69
2763.7097;65.892586;0.51970625;8.0;1;17;2013;0.017647052;0;2;0;0;0;155536.34
2763.7097;43.049454;0.5253102;8.0;12;17;2019;0.011654127;0;4;0;0;0;122541.48
2763.7097;41.29087;0.61738354;6.0;7;13;1977;0.21140121;0;9;0;0;0;113977.72
2763.7097;42.879242;0.5256036000000001;7.0;13;22;1977;0.041116353;0;53;4;1;0;88899.17
2763.7097;53.859280000000005;0.61738354;10.0;4;15;1977;0.21140121;0;9;0;0;0;144090.2
2763.7097;43.042347;0.61738354;6.0;7;13;2016;0.017647052;0;2;0;0;0;147786.84
2763.7097;63.481407;0.5927197;6.0;14;17;2016;0.017647052;0;2;0;0;0;192308.73
2763.7097;60.679726;0.61738354;6.0;6;12;1977;0.011654127;0;4;0;0;0;142328.2
2763.7097;64.82265500000001;0.56283617;6.0;3;13;1977;0.072157584;0;2;1;0;1;211217.66
2763.7097;57.791615;0.61738354;6.0;9;17;1977;0.011654127;0;4;0;0;0;139531.58
2763.7097;86.11997;0.6280149;11.0;4;9;2014;0.051815435;0;5;0;0;0;163969.98
2763.7097;76.53220999999999;0.61738354;10.0;7;12;2015;0.011654127;0;4;0;0;0;164299.88
2763.7097;40.279987;0.61738354;10.0;8;15;2018;0.21140121;0;9;0;0;0;106372.47
2763.7097;64.71184000000001;0.61738354;6.0;7;13;1977;0.21140121;0;9;0;0;0;127200.02
2763.7097;40.30035;0.61738354;6.0;11;22;1977;0.21140121;0;9;0;0;0;93168.93
2763.7097;41.795563;0.61738354;10.0;3;17;2014;0.011654127;0;4;0;0;0;115408.695
2763.7097;33.299526;0.6229047;6.0;5;13;1963;0.07542368;0;11;0;0;0;104457.85
2763.7097;36.50219;0.61738354;6.0;12;19;2017;0.21140121;0;9;0;0;0;105418.01
2763.7097;27.181472999999997;0.61738354;8.0;10;25;2014;0.072157584;0;2;1;0;1;75170.81
2763.7097;48.731075;0.61738354;7.0;8;10;2016;0.017647052;0;2;0;0;0;140235.56
2763.7097;44.84895;0.61738354;6.0;5;17;1977;0.072157584;0;2;1;0;1;117699.18
2763.7097;55.43124;0.61738354;6.0;5;17;2017;0.072157584;0;2;1;0;1;155380.5
2763.7097;45.704018;0.61738354;12.0;5;16;1977;0.017647052;0;2;0;0;0;128432.33
2763.7097;56.014915;0.61738354;6.0;13;17;1977;0.011654127;0;4;0;0;0;143179.75
2763.7097;52.345657;0.61738354;6.0;6;13;1977;0.21140121;0;9;0;0;0;125913.05
2763.7097;60.844242;0.61738354;6.0;17;17;2016;0.072157584;0;2;1;0;1;212589.7
2763.7097;47.5602;0.61738354;10.0;3;17;1977;0.011654127;0;4;0;0;0;122318.945
2763.7097;40.738613;0.61738354;6.0;9;17;2016;0.011654127;0;4;0;0;0;109493.04
2763.7097;62.640390000000004;0.5587211999999999;10.0;5;17;2015;0.072157584;0;2;1;0;1;190968.19
2763.7097;40.90729;0.61738354;6.0;7;13;2017;0.011654127;0;4;0;0;0;119459.02
2763.7097;56.17183000000001;0.522251;8.0;2;5;1992;0.07542368;0;11;0;0;0;159504.69
2763.7097;86.84084;0.61738354;8.0;6;12;2015;0.21140121;0;9;0;0;0;205143.56
2763.7097;68.88188000000001;0.61738354;6.0;1;4;2016;0.011654127;0;4;0;0;0;182443.81
2763.7097;43.786488;0.51253426;6.0;4;13;1977;0.017647052;0;2;0;0;0;129728.48
2763.7097;44.20068;0.61738354;6.0;11;13;1977;0.072157584;0;2;1;0;1;147867.86
2763.7097;46.324123;0.61738354;6.0;7;13;1977;0.072157584;0;2;1;0;1;147612.53
2763.7097;66.34879000000001;0.61738354;6.0;11;13;1977;0.072157584;0;2;1;0;1;220556.03
2763.7097;43.304317;0.61738354;6.0;10;22;1977;0.21140121;0;9;0;0;0;117801.2
2763.7097;53.77799;0.64176506;9.0;9;17;2012;0.011654127;0;4;0;0;0;102192.77
2763.7097;38.651043;0.61738354;6.0;7;17;1977;0.011654127;0;4;0;0;0;103210.01
2763.7097;47.42635;0.61738354;10.0;9;13;1977;0.072157584;0;2;1;0;1;148330.66
2763.7097;47.396698;0.6531859;7.0;10;12;1980;0.07542368;0;11;0;0;0;167134.2
2763.7097;39.236713;0.5968333;8.0;3;4;2003;0.041116353;0;53;4;1;0;159549.27
2763.7097;49.759243;0.61738354;6.0;6;13;2015;0.017647052;0;2;0;0;0;137288.83
2763.7097;52.480717000000006;0.61738354;15.0;2;18;2015;0.072157584;0;2;1;0;1;75960.51
2763.7097;64.52668;0.61738354;6.0;17;19;1977;0.21140121;0;9;0;0;0;143627.53
2763.7097;39.861633000000005;0.61738354;12.0;7;25;2013;0.072157584;0;2;1;0;1;103567.516
2763.7097;42.075829999999996;0.61738354;6.0;12;13;1977;0.21140121;0;9;0;0;0;109028.7
2763.7097;74.148094;0.58160454;11.0;7;13;1977;0.017647052;0;2;0;0;0;213372.86
2763.7097;67.98371999999999;0.61738354;6.0;8;13;2019;0.21140121;0;9;0;0;0;152932.62
2763.7097;70.62857;0.61738354;6.0;4;13;1977;0.017647052;0;2;0;0;0;201472.62
2763.7097;63.58126;0.61738354;6.0;14;17;1977;0.017647052;0;2;0;0;0;192305.38
2763.7097;37.835495;0.61738354;6.0;7;13;1977;0.011654127;0;4;0;0;0;124685.84
2763.7097;79.22705;0.61738354;6.0;9;13;1977;0.072157584;0;2;1;0;1;167023.97
2763.7097;38.220257000000004;0.48971033;6.0;4;17;2018;0.011654127;0;4;0;0;0;99079.96
2763.7097;56.545116;0.61738354;6.0;7;17;2016;0.011654127;0;4;0;0;0;136395.97
2763.7097;42.003292;0.61738354;6.0;5;12;1977;0.011654127;0;4;0;0;0;112693.64
2763.7097;49.77721;0.61738354;6.0;8;13;2014;0.017647052;0;2;0;0;0;143090.06
2763.7097;70.98623;0.61738354;6.0;5;16;1977;0.011654127;0;4;0;0;0;162798.64
2763.7097;42.42107;0.61738354;10.0;8;17;1977;0.011654127;0;4;0;0;0;114375.66
2763.7097;37.722972999999996;0.61738354;6.0;16;22;1977;0.21140121;0;9;0;0;0;101776.65
2763.7097;68.98569499999999;0.51220655;12.0;3;18;2013;0.072157584;0;2;1;0;1;117882.78
2763.7097;42.207122999999996;0.61738354;6.0;4;22;1977;0.21140121;0;9;0;0;0;101075.96
2763.7097;50.990814;0.61738354;6.0;22;25;1977;0.072157584;0;2;1;0;1;165665.25
2763.7097;41.826716999999995;0.61738354;6.0;10;17;2015;0.017647052;0;2;0;0;0;117419.38
2763.7097;85.88875;0.61738354;6.0;4;13;1977;0.072157584;0;2;1;0;1;193272.92
2763.7097;59.982716;0.61738354;10.0;12;19;1977;0.21140121;0;9;0;0;0;137825.67
2763.7097;65.207466;0.48528555;6.0;10;13;2014;0.017647052;0;2;0;0;0;166431.33
2763.7097;87.963264;0.61738354;6.0;9;13;1977;0.072157584;0;2;1;0;1;259585.03
2763.7097;46.415718;0.61738354;10.0;8;9;2018;0.072157584;0;2;1;0;1;142147.02
2763.7097;67.311134;0.55141556;9.0;12;17;2014;0.21140121;0;9;0;0;0;126929.32
2763.7097;41.234898;0.61738354;10.0;12;17;1977;0.011654127;0;4;0;0;0;114306.55
2763.7097;61.92195;0.61738354;11.0;13;13;1977;0.011654127;0;4;0;0;0;139959.19
2763.7097;85.34523;0.61738354;6.0;13;20;2016;0.072157584;0;2;1;0;1;265311.53
2763.7097;79.19367;0.6377378;10.0;4;17;2013;0.07542368;0;11;0;0;0;192696.92
2763.7097;60.722435;0.52500886;12.0;5;13;1977;0.017647052;0;2;0;0;0;196519.97
2763.7097;67.33282;0.61738354;6.0;11;17;1977;0.072157584;0;2;1;0;1;195469.5
2763.7097;47.07505;0.55717576;6.0;15;15;2011;0.21140121;0;9;0;0;0;139239.47
2763.7097;37.036359999999995;0.4804733;7.0;3;10;1980;0.21140121;0;9;0;0;0;120748.55
2763.7097;103.58726;0.61738354;6.0;8;13;1977;0.072157584;0;2;1;0;1;225901.94
2763.7097;48.291008000000005;0.61738354;12.0;7;13;2018;0.017647052;0;2;0;0;0;149286.39
2763.7097;34.257694;0.61738354;10.0;7;25;2014;0.072157584;0;2;1;0;1;108396.3
2763.7097;58.6589;0.61738354;6.0;11;14;2015;0.011654127;0;4;0;0;0;139528.53
2763.7097;30.493933000000002;0.61738354;6.0;5;22;1977;0.21140121;0;9;0;0;0;77007.29
2763.7097;55.595676;0.61738354;6.0;15;17;1977;0.011654127;0;4;0;0;0;147765.77
2763.7097;39.98885;0.61738354;6.0;16;19;2018;0.21140121;0;9;0;0;0;99605.7
2763.7097;60.40935;0.61738354;6.0;3;16;1977;0.07542368;0;11;0;0;0;106370.05
2763.7097;29.607770000000002;0.61738354;8.0;17;25;1967;0.072157584;0;2;1;0;1;114320.1
2763.7097;69.486496;0.46580675;6.0;11;17;1977;0.21140121;0;9;0;0;0;150777.88
2763.7097;44.300632;0.61738354;6.0;6;12;1977;0.011654127;0;4;0;0;0;118327.09
2763.7097;68.84107;0.61738354;6.0;4;13;2014;0.017647052;0;2;0;0;0;189244.25
2763.7097;89.69296;0.61738354;6.0;13;13;1977;0.072157584;0;2;1;0;1;265978.84
2763.7097;43.012913;0.61738354;6.0;5;13;1977;0.072157584;0;2;1;0;1;128704.625
2763.7097;57.646374;0.54285616;8.0;6;14;2004;0.041116353;0;53;4;1;0;243461.42
2763.7097;60.452267000000006;0.60588217;10.0;5;13;1977;0.072157584;0;2;1;0;1;210750.39
