DistrictId;Rooms;Square;LifeSquare;KitchenSquare;Floor;HouseFloor;HouseYear;Ecology_1;Social_1;Social_2;Social_3;Healthcare_1;Helthcare_2;Shops_1;Price;LifeSquareNan;Healthcare_1_Nan;LifeSquare_per_Square;Ecology_2_bin;Ecology_3_bin;Shops_2_bin;Price_1m;MeanPriceDistrict
27;2.0;44.01666960789737;27.889288417651173;5.0;3;5.0;1975;0.211401214;9;1892;0;900.0;0;1;122017.66964650506;0;1;0.6336074188731294;0;0;0;2772.078640511524;2763.7097331516416
27;1.0;48.17595936327145;29.74304433503789;16.0;2;14.0;2011;0.051815435;5;1227;0;900.0;0;0;131073.65850509165;0;1;0.6173835400092413;0;0;0;2720.727521308481;2763.7097331516416
27;1.0;40.78769821197169;24.479648821827865;10.0;8;19.0;2019;0.211401214;9;1892;0;900.0;0;1;96245.51614622868;0;1;0.6001723533063406;0;0;0;2359.6702036492816;2763.7097331516416
27;2.0;51.316358134867144;31.681874845686306;1.0;8;17.0;1977;0.011654127;4;915;0;900.0;0;0;149654.18549525086;1;1;0.6173835400092413;0;0;0;2916.305656413439;2763.7097331516416
27;1.0;38.73793051716;24.1781193648755;8.0;14;14.0;2005;0.041116354;53;14892;4;900.0;1;4;182642.3555182136;0;1;0.6241458705225661;0;0;0;4714.819637494762;2763.7097331516416
27;3.0;84.27405526001205;50.50537947999476;8.0;7;9.0;1997;0.041116354;53;14892;4;900.0;1;4;291518.5452160943;0;1;0.5992992662352574;0;0;0;3459.1731027617884;2763.7097331516416
27;1.0;38.936986471822365;24.03905454526563;0.0;18;19.0;2017;0.211401214;9;1892;0;900.0;0;1;93560.78955317123;0;1;0.6173835400092413;0;0;0;2402.8770079800247;2763.7097331516416
27;3.0;47.82132103363831;47.01508270484098;1.0;10;25.0;1977;0.072157581;2;629;1;900.0;0;0;143244.41530669745;0;1;0.9831406094317174;0;0;1;2995.4089977133203;2763.7097331516416
27;1.0;41.72898546772821;25.76278876906023;0.0;11;13.0;1977;0.011654127;4;915;0;900.0;0;0;112236.13164735348;1;1;0.6173835400092413;0;0;0;2689.6443896090673;2763.7097331516416
27;3.0;80.4167838852223;42.09782720801042;1.0;7;14.0;2016;0.017647053;2;469;0;900.0;0;0;228740.42544231736;0;1;0.5234955338191096;0;0;0;2844.436377470594;2763.7097331516416
27;2.0;59.73445413070453;36.87906875173401;0.0;5;13.0;1977;0.211401214;9;1892;0;900.0;0;1;149782.29254658072;1;1;0.6173835400092413;0;0;0;2507.469009741734;2763.7097331516416
27;2.0;72.86825089607679;41.116364624913714;13.0;5;12.0;2012;0.072157581;2;629;1;900.0;0;0;139012.87648175194;0;1;0.5642562312021601;0;0;1;1907.7290146570042;2763.7097331516416
27;2.0;66.45264840235025;41.02677131363245;0.0;4;16.0;1977;0.017647053;2;469;0;900.0;0;0;178312.31128323273;1;1;0.6173835400092413;0;0;0;2683.298793504915;2763.7097331516416
27;1.0;41.25433507871133;25.469747431622228;1.0;5;19.0;2014;0.211401214;9;1892;0;900.0;0;1;94519.89966429867;1;1;0.6173835400092413;0;0;0;2291.150723529034;2763.7097331516416
27;1.0;40.096439268017285;24.754881617054068;0.0;12;12.0;1977;0.011654127;4;915;0;900.0;0;0;110733.75059936187;1;1;0.6173835400092413;0;0;0;2761.685392041484;2763.7097331516416
27;3.0;123.43007190047814;76.20369473351238;7.0;5;10.0;2015;0.017647053;2;469;0;900.0;0;0;234194.8370472659;0;1;0.6173835400092413;0;0;0;1897.3888084266657;2763.7097331516416
27;1.0;37.80523107762981;23.34032739357448;11.0;6;13.0;2015;0.017647053;2;469;0;900.0;0;0;137402.09252881786;0;1;0.6173835400092413;0;0;0;3634.473024293236;2763.7097331516416
27;2.0;62.57640429178478;38.633642002711575;0.0;2;13.0;1977;0.011654127;4;915;0;900.0;0;0;188644.9077654829;1;1;0.6173835400092413;0;0;0;3014.6332295773786;2763.7097331516416
27;2.0;65.10959212029576;56.84952590364055;1.0;2;13.0;1977;0.017647053;2;469;0;900.0;0;0;148624.36135552294;0;1;0.8731359551232635;0;0;0;2282.6799633597184;2763.7097331516416
27;3.0;77.41364294803941;47.79390892827201;1.0;8;19.0;2016;0.211401214;9;1892;0;900.0;0;1;161379.06703421788;0;1;0.6173835400092413;0;0;0;2084.6334171682975;2763.7097331516416
27;1.0;36.18144509799943;22.3378286572529;0.0;2;12.0;1977;0.011654127;4;915;0;900.0;0;0;88623.96004642283;0;1;0.6173835400092413;0;0;0;2449.4311879025277;2763.7097331516416
27;1.0;41.67496410586427;25.72943686943655;0.0;14;19.0;1977;0.211401214;9;1892;0;900.0;0;1;97494.67539860883;1;1;0.6173835400092413;0;0;0;2339.4063436011434;2763.7097331516416
27;2.0;62.015976046909074;38.28764282896904;1.0;11;17.0;1977;0.011654127;4;915;0;900.0;0;0;159778.67598226946;1;1;0.6173835400092413;0;0;0;2576.411534044266;2763.7097331516416
27;2.0;49.36064780032354;31.993963547007407;5.0;6;13.0;1983;0.051815435;5;1227;0;900.0;0;0;117000.38128669599;0;1;0.6481674162063509;0;0;0;2370.3169731481744;2763.7097331516416
27;1.0;40.4922582154307;19.929488957102524;10.0;16;18.0;2015;0.072157581;2;629;1;900.0;0;0;126580.50749792965;0;1;0.4921802298867056;0;0;1;3126.0421887187467;2763.7097331516416
27;3.0;85.480800694786;52.7744393357714;0.0;5;13.0;1977;0.072157581;2;629;1;900.0;0;0;235848.91066042212;1;1;0.6173835400092413;0;0;1;2759.086353233095;2763.7097331516416
27;2.0;43.100689452837436;26.886308808014732;7.0;5;9.0;1983;0.211401214;9;1892;0;900.0;0;1;91024.13400324773;0;1;0.6238022906207764;0;0;0;2111.89508007407;2763.7097331516416
27;1.0;34.844531807526906;21.51244039729557;1.0;8;17.0;1977;0.011654127;4;915;0;900.0;0;0;111624.04772921118;1;1;0.6173835400092413;0;0;0;3203.4882358528007;2763.7097331516416
27;2.0;66.700791313867;60.24358789373362;1.0;15;19.0;2017;0.017647053;2;469;0;900.0;0;0;186873.21872841415;0;1;0.9031915020355848;0;0;0;2801.6641938933562;2763.7097331516416
27;3.0;83.24442640348724;51.39373865902371;1.0;3;17.0;1977;0.072157581;2;629;1;900.0;0;0;236682.20464910948;1;1;0.6173835400092413;0;0;1;2843.2198391506304;2763.7097331516416
27;1.0;42.534662283602906;40.811915955071015;10.0;12;17.0;2016;0.011654127;4;915;0;900.0;0;0;106518.42161168413;0;1;0.9594978251609156;0;0;0;2504.273359488902;2763.7097331516416
27;3.0;85.81424663487721;52.98030337066662;10.0;3;17.0;2016;0.072157581;2;629;1;900.0;0;0;237651.01434877512;0;1;0.6173835400092413;0;0;1;2769.3655036084347;2763.7097331516416
27;2.0;64.54794798881011;39.85084062966398;1.0;6;17.0;1977;0.072157581;2;629;1;900.0;0;0;204607.9119496668;1;1;0.6173835400092413;0;0;1;3169.859280191791;2763.7097331516416
27;2.0;55.29359620262454;27.051778509079433;8.0;7;13.0;1991;0.07542368;11;3097;0;900.0;0;0;144381.98099913108;0;1;0.4892389058933267;0;0;0;2611.188110645585;2763.7097331516416
27;1.0;34.45356720586761;21.54227275281059;5.0;7;13.0;1970;0.051815435;5;1227;0;900.0;0;0;98494.92890917412;0;1;0.6252552202821494;0;0;0;2858.7730356234338;2763.7097331516416
27;2.0;69.94328579390161;43.18183338331705;0.0;6;13.0;1977;0.211401214;9;1892;0;900.0;0;1;150119.14912895506;1;1;0.6173835400092413;0;0;0;2146.2982104001185;2763.7097331516416
27;1.0;45.49032348552089;22.68955895066717;12.0;5;22.0;1977;0.017647053;2;469;0;900.0;0;0;155802.45351011286;0;1;0.4987777006661434;0;0;0;3424.958135540698;2763.7097331516416
27;3.0;120.7712173697274;118.04897837703658;1.0;8;13.0;1977;0.072157581;2;629;1;900.0;0;0;275644.7083782612;0;1;0.9774595383570824;0;0;1;2282.3708693306135;2763.7097331516416
27;2.0;64.91573160467554;32.89483352018678;12.0;9;25.0;2014;0.017647053;2;469;0;900.0;0;0;173213.2799991526;0;1;0.5067313069890371;0;0;0;2668.278947451267;2763.7097331516416
27;1.0;48.5995126925206;30.00453918883242;1.0;8;13.0;1977;0.072157581;2;629;1;900.0;0;0;159768.11318789428;1;1;0.6173835400092413;0;0;1;3287.4426992450562;2763.7097331516416
27;2.0;92.40000684071423;92.06923622776027;10.0;2;5.0;1977;0.07542368;11;3097;0;900.0;0;0;116942.67104480596;0;1;0.9964202317265608;0;0;0;1265.6132292977006;2763.7097331516416
27;1.0;32.59628584635768;20.124410346977434;1.0;8;25.0;2016;0.072157581;2;629;1;900.0;0;0;98209.09179867448;0;1;0.6173835400092413;0;0;1;3012.8920902701066;2763.7097331516416
27;1.0;54.14906790682125;33.430743232514104;0.0;9;13.0;1977;0.072157581;2;629;1;900.0;0;0;167325.62029527454;1;1;0.6173835400092413;0;0;1;3090.092346246947;2763.7097331516416
27;2.0;62.228908439874296;37.28972518054609;1.0;8;17.0;2017;0.017647053;2;469;0;900.0;0;0;189803.0161192754;0;1;0.5992347626758632;0;0;0;3050.0778637739318;2763.7097331516416
27;2.0;76.51767916096178;47.24075563368594;1.0;6;17.0;1977;0.072157581;2;629;1;900.0;0;0;175224.0460320613;1;1;0.6173835400092413;0;0;1;2289.981190666563;2763.7097331516416
27;1.0;41.299844452949145;25.49784417019277;0.0;7;17.0;1977;0.011654127;4;915;0;900.0;0;0;112163.69396772931;1;1;0.6173835400092413;0;0;0;2715.838169693637;2763.7097331516416
27;1.0;35.861056995751476;20.69810675936445;5.0;7;13.0;1967;0.07542368;11;3097;0;900.0;0;0;111685.95722946098;0;1;0.5771750331234407;0;0;0;3114.407844774141;2763.7097331516416
27;1.0;42.336791622763;40.475446762501655;1.0;11;25.0;2014;0.211401214;9;1892;0;900.0;0;1;104065.2953024053;0;1;0.9560348153717778;0;0;0;2458.034520652081;2763.7097331516416
27;1.0;38.29119251720482;20.69758295988365;1.0;3;13.0;1977;0.017647053;2;469;0;900.0;0;0;127291.38033775793;0;1;0.5405311665491721;0;0;0;3324.299191793621;2763.7097331516416
27;3.0;82.87735775056187;51.167116514654225;15.0;11;17.0;2016;0.072157581;2;629;1;900.0;0;0;201620.86640526576;0;1;0.6173835400092413;0;0;1;2432.7617563784947;2763.7097331516416
27;2.0;63.598196394662615;39.264479628339785;0.0;5;13.0;1977;0.072157581;2;629;1;900.0;0;0;203189.6361705761;1;1;0.6173835400092413;0;0;1;3194.8962028682386;2763.7097331516416
27;1.0;43.32504270958004;37.16069091031963;1.0;5;13.0;2018;0.017647053;2;469;0;900.0;0;0;132276.33756960864;0;1;0.8577185061170789;0;0;0;3053.1149953225477;2763.7097331516416
27;2.0;60.696051638499604;34.08115891527031;10.0;13;17.0;2017;0.011654127;4;915;0;900.0;0;0;180835.6746214292;0;1;0.5615053697109447;0;0;0;2979.364715492051;2763.7097331516416
27;2.0;65.44449704249463;40.40435525821966;0.0;7;19.0;1977;0.211401214;9;1892;0;900.0;0;1;146247.60559611616;0;1;0.6173835400092413;0;0;0;2234.681481334545;2763.7097331516416
27;3.0;45.42890589073067;32.391966069412376;6.0;7;25.0;2014;0.072157581;2;629;1;900.0;0;0;120069.42213256884;0;1;0.7130254500807083;0;0;1;2643.018135223632;2763.7097331516416
27;1.0;41.461058594850655;37.67882236077103;1.0;15;17.0;1977;0.017647053;2;469;0;900.0;0;0;126331.36662645568;0;1;0.9087761778820242;0;0;0;3046.988449111757;2763.7097331516416
27;1.0;41.3682340397644;40.974749914620695;10.0;6;12.0;2015;0.011654127;4;915;0;900.0;0;0;113622.43062439965;0;1;0.9904882542299128;0;0;0;2746.610612267914;2763.7097331516416
27;3.0;45.533767655799906;30.74920700482816;6.0;1;4.0;1965;0.07542368;11;3097;0;900.0;0;0;137784.6048469188;0;1;0.6753055718399673;0;0;0;3025.9873483008028;2763.7097331516416
27;1.0;47.54733001493102;29.35493892260577;1.0;10;13.0;2014;0.017647053;2;469;0;900.0;0;0;126993.2235588074;0;1;0.6173835400092413;0;0;0;2670.880226480192;2763.7097331516416
27;1.0;39.05511447213237;24.111984828271236;11.0;11;17.0;2016;0.211401214;9;1892;0;900.0;0;1;103615.17997012236;0;1;0.6173835400092413;0;0;0;2653.050218148934;2763.7097331516416
27;3.0;83.61470132848495;49.65146431993933;1.0;12;13.0;2016;0.072157581;2;629;1;900.0;0;0;260724.3346505845;0;1;0.5938126134647163;0;0;1;3118.1637978507465;2763.7097331516416
27;3.0;67.25292086400951;48.76680729266482;9.0;3;5.0;1975;0.011654127;4;915;0;900.0;0;0;179678.1467775929;0;1;0.7251254914455685;0;0;0;2671.6779653468984;2763.7097331516416
27;1.0;37.10928148790272;22.91065957220079;1.0;3;7.0;2019;0.211401214;9;1892;0;900.0;0;1;109577.99678794974;0;1;0.6173835400092413;0;0;0;2952.8460911772477;2763.7097331516416
27;1.0;39.287492851941145;21.733941721432398;8.0;9;12.0;2006;0.041116354;53;14892;4;900.0;1;4;185002.9607077165;0;1;0.5532025625391505;0;0;0;4708.953086034751;2763.7097331516416
27;2.0;55.22535790278945;33.57334787232359;9.0;8;9.0;1999;0.041116354;53;14892;4;900.0;1;4;85164.82761515408;0;1;0.6079335498634729;0;0;0;1542.1326515450683;2763.7097331516416
27;2.0;42.848301557777894;39.85589050329737;1.0;11;13.0;2014;0.072157581;2;629;1;900.0;0;0;143287.01834503392;0;1;0.9301626681644436;0;0;1;3344.0536295661927;2763.7097331516416
27;2.0;64.06182893506437;39.55071872739649;1.0;20;22.0;2017;0.211401214;9;1892;0;900.0;0;1;145700.62016958132;0;1;0.6173835400092413;0;0;0;2274.374968552167;2763.7097331516416
27;2.0;55.0640411323455;32.38452483524833;11.0;10;17.0;2018;0.011654127;4;915;0;900.0;0;0;136794.5800360356;0;1;0.5881247392906137;0;0;0;2484.2815242574025;2763.7097331516416
27;1.0;38.98449069122291;24.068382868404516;0.0;9;16.0;2014;0.011654127;4;915;0;900.0;0;0;107566.05820579457;0;1;0.6173835400092413;0;0;0;2759.2013207963323;2763.7097331516416
27;1.0;48.455708072978894;29.915756583750085;0.0;1;13.0;1977;0.011654127;4;915;0;900.0;0;0;114606.93674557973;1;1;0.6173835400092413;0;0;0;2365.189598983278;2763.7097331516416
27;2.0;56.853063087291574;35.1001453492008;0.0;13;13.0;1977;0.011654127;4;915;0;900.0;0;0;146652.39000885224;1;1;0.6173835400092413;0;0;0;2579.4984833743038;2763.7097331516416
27;1.0;39.74845402055246;39.02519429208268;1.0;6;6.0;2019;0.011654127;4;915;0;900.0;0;0;122075.42629639432;0;1;0.9818040790191284;0;0;0;3071.1993536471537;2763.7097331516416
27;2.0;71.74048016200544;35.289400353458056;12.0;1;16.0;2017;0.017647053;2;469;0;900.0;0;0;175447.66410627787;0;1;0.4919035985508739;0;0;0;2445.588093501455;2763.7097331516416
27;1.0;34.24306688017204;21.14110585125382;0.0;20;25.0;1977;0.072157581;2;629;1;900.0;0;0;113310.32774634866;1;1;0.6173835400092413;0;0;1;3309.0005677020536;2763.7097331516416
27;3.0;103.68354886559356;102.88655594416777;1.0;9;13.0;2018;0.072157581;2;629;1;900.0;0;0;227866.3504896008;0;1;0.9923132171868564;0;0;1;2197.7097908269625;2763.7097331516416
27;2.0;63.59687995090474;33.92625728503763;12.0;12;17.0;2014;0.017647053;2;469;0;900.0;0;0;170957.40022229243;0;1;0.5334578883622574;0;0;0;2688.1413106156688;2763.7097331516416
27;1.0;44.417335213280325;41.40943713368492;1.0;12;12.0;2015;0.017647053;2;469;0;900.0;0;0;143706.02322374706;0;1;0.9322809874758972;0;0;0;3235.3589546448175;2763.7097331516416
27;1.0;44.21819047087075;27.29958296570909;7.0;15;17.0;1977;0.017647053;2;469;0;900.0;0;0;125555.54871601102;0;1;0.6173835400092413;0;0;0;2839.4546990502067;2763.7097331516416
27;2.0;65.08889204329229;40.18481058496714;1.0;10;13.0;1977;0.072157581;2;629;1;900.0;0;0;179525.64168486735;1;1;0.6173835400092413;0;0;1;2758.1609710833645;2763.7097331516416
27;2.0;62.11803047616928;38.35064955377933;1.0;7;13.0;2014;0.072157581;2;629;1;900.0;0;0;194555.6354749247;0;1;0.6173835400092413;0;0;1;3132.031617608405;2763.7097331516416
27;3.0;81.86716565092506;50.543440540091076;0.0;12;19.0;1977;0.211401214;9;1892;0;900.0;0;1;182228.52002951183;0;1;0.6173835400092413;0;0;0;2225.9048371910103;2763.7097331516416
27;1.0;41.94191174234835;25.894245946246194;0.0;10;13.0;2016;0.211401214;9;1892;0;900.0;0;1;113350.02242321125;0;1;0.6173835400092413;0;0;0;2702.5478266114133;2763.7097331516416
27;1.0;42.79661669963063;19.887533230488998;10.0;14;18.0;2014;0.072157581;2;629;1;900.0;0;0;186655.02313449586;0;1;0.4646987253705184;0;0;1;4361.443439432137;2763.7097331516416
27;3.0;117.87053187796518;72.77132623359027;1.0;10;12.0;2019;0.072157581;2;629;1;900.0;0;0;240807.79734785442;0;1;0.6173835400092413;0;0;1;2042.9855835143749;2763.7097331516416
27;2.0;73.75513293793348;45.535205067073576;1.0;10;17.0;1977;0.072157581;2;629;1;900.0;0;0;202988.04024120708;1;1;0.6173835400092413;0;0;1;2752.188656646119;2763.7097331516416
27;2.0;47.50650628108706;29.47699349204293;8.0;8;16.0;2014;0.211401214;9;1892;0;900.0;0;1;165683.08477897302;0;1;0.6204832937541882;0;0;0;3487.5872327604425;2763.7097331516416
27;2.0;58.93814814350882;36.38744254242857;0.0;10;17.0;1977;0.211401214;9;1892;0;900.0;0;1;130992.03301488985;1;1;0.6173835400092413;0;0;0;2222.5339129410145;2763.7097331516416
27;2.0;62.24596190119311;62.18428445082657;10.0;5;5.0;2016;0.072157581;2;629;1;900.0;0;0;197796.4992287549;0;1;0.9990091333078852;0;0;1;3177.6599346754347;2763.7097331516416
27;1.0;41.47323386478706;25.604891939073386;10.0;2;17.0;1977;0.011654127;4;915;0;900.0;0;0;89104.35527334269;1;1;0.6173835400092413;0;0;0;2148.4785961915773;2763.7097331516416
27;1.0;37.35733717016822;23.06380506743727;0.0;10;12.0;1977;0.011654127;4;915;0;900.0;0;0;95911.72676726832;0;1;0.6173835400092413;0;0;0;2567.413365957433;2763.7097331516416
27;2.0;63.163628260295326;38.996184415168884;1.0;16;17.0;1977;0.011654127;4;915;0;900.0;0;0;183656.40752422786;1;1;0.6173835400092413;0;0;0;2907.6291622670183;2763.7097331516416
27;2.0;63.11058281162567;40.80043228442355;11.0;7;13.0;2016;0.017647053;2;469;0;900.0;0;0;177572.8258374342;0;1;0.6464911345567175;0;0;0;2813.677483655298;2763.7097331516416
27;1.0;38.37879893846086;23.69443874992988;10.0;11;17.0;2018;0.011654127;4;915;0;900.0;0;0;112870.58294835332;0;1;0.6173835400092413;0;0;0;2940.96183492708;2763.7097331516416
27;1.0;42.838125746061024;21.957541060017967;10.0;8;17.0;2004;0.07542368;11;3097;0;900.0;0;0;131064.4349846021;0;1;0.5125700687789071;0;0;0;3059.527761824489;2763.7097331516416
27;1.0;55.06922187698419;33.998831147966854;1.0;13;13.0;2017;0.211401214;9;1892;0;900.0;0;1;160035.13900234038;1;1;0.6173835400092413;0;0;0;2906.072276812504;2763.7097331516416
27;2.0;56.56444539181994;34.92195753466121;1.0;7;12.0;2015;0.011654127;4;915;0;900.0;0;0;141086.00561585426;0;1;0.6173835400092413;0;0;0;2494.2524343438076;2763.7097331516416
27;2.0;54.75538792216009;33.80507522996245;1.0;12;17.0;2018;0.011654127;4;915;0;900.0;0;0;150281.35711034233;0;1;0.6173835400092413;0;0;0;2744.594875740472;2763.7097331516416
27;1.0;51.63483839852182;42.948082079093254;1.0;17;18.0;2015;0.017647053;2;469;0;900.0;0;0;146489.54957039302;0;1;0.8317655949190063;0;0;0;2837.0293025761976;2763.7097331516416
27;2.0;62.90384355845713;33.05271571782328;11.0;12;14.0;2013;0.017647053;2;469;0;900.0;0;0;158805.67730345894;0;1;0.5254482691046864;0;0;0;2524.57828202309;2763.7097331516416
27;3.0;80.9522043535773;43.856515091307344;12.0;3;17.0;2015;0.017647053;2;469;0;900.0;0;0;202664.318241463;0;1;0.5417581329812091;0;0;0;2503.505863240983;2763.7097331516416
27;2.0;51.718169645415344;31.92994665848501;1.0;7;13.0;1977;0.211401214;9;1892;0;900.0;0;1;134758.35543298678;0;1;0.6173835400092413;0;0;0;2605.6288603580288;2763.7097331516416
27;1.0;37.33013103146053;23.04700844521193;7.0;10;14.0;2016;0.011654127;4;915;0;900.0;0;0;89296.98859880271;0;1;0.6173835400092413;0;0;0;2392.0888068554145;2763.7097331516416
27;1.0;39.16401179220306;24.179216241234002;12.0;11;19.0;1977;0.211401214;9;1892;0;900.0;0;1;108408.64960957007;1;1;0.6173835400092413;0;0;0;2768.068046367827;2763.7097331516416
27;3.0;79.33932229506652;48.9827916604623;12.0;6;19.0;2016;0.211401214;9;1892;0;900.0;0;1;168039.15127482844;1;1;0.6173835400092413;0;0;0;2117.9806735666743;2763.7097331516416
27;1.0;51.642368028324185;31.883147987786852;12.0;11;14.0;2013;0.051815435;5;1227;0;900.0;0;0;80348.79022332607;0;1;0.6173835400092413;0;0;0;1555.8695948887807;2763.7097331516416
27;2.0;68.4538142652492;66.91893425263784;0.0;15;17.0;1977;0.017647053;2;469;0;900.0;0;0;199508.37982009386;0;1;0.977577874526262;0;0;0;2914.4961747058546;2763.7097331516416
27;3.0;79.04712440640681;45.01974258534129;10.0;9;12.0;2000;0.041116354;53;14892;4;900.0;1;4;274302.84176548163;0;1;0.5695304278733816;0;0;0;3470.117905304209;2763.7097331516416
27;1.0;31.74591987551021;19.599408393592228;1.0;19;25.0;2015;0.072157581;2;629;1;900.0;0;0;105571.6778330243;1;1;0.6173835400092413;0;0;1;3325.5195706099407;2763.7097331516416
27;1.0;44.517852300834996;27.484589247098054;1.0;12;13.0;2015;0.017647053;2;469;0;900.0;0;0;140727.01868478235;0;1;0.6173835400092413;0;0;0;3161.1367442841088;2763.7097331516416
27;1.0;44.279691756319416;27.3375528470345;0.0;9;13.0;1977;0.072157581;2;629;1;900.0;0;0;149413.21068021213;1;1;0.6173835400092413;0;0;1;3374.305573364532;2763.7097331516416
27;3.0;78.9247553219088;48.72684483500327;1.0;10;17.0;1977;0.211401214;9;1892;0;900.0;0;1;170966.82761695975;1;1;0.6173835400092413;0;0;0;2166.200286838278;2763.7097331516416
27;1.0;53.769097136525275;52.40802696611313;1.0;5;13.0;1977;0.072157581;2;629;1;900.0;0;0;140647.56593684404;0;1;0.9746867579539926;0;0;1;2615.769529842121;2763.7097331516416
27;1.0;85.18540788165147;52.59206867510511;1.0;3;13.0;2016;0.211401214;9;1892;0;900.0;0;1;204223.82634074995;1;1;0.6173835400092413;0;0;0;2397.4038678605516;2763.7097331516416
27;1.0;52.61912534225147;51.083320092121646;1.0;6;24.0;2014;0.072157581;2;629;1;900.0;0;0;157892.63228927294;0;1;0.970812794014715;0;0;1;3000.670027528759;2763.7097331516416
27;1.0;42.40003513202632;40.85375273484149;1.0;11;17.0;2015;0.011654127;4;915;0;900.0;0;0;124522.35469534284;0;1;0.9635311057556916;0;0;0;2936.845554669989;2763.7097331516416
27;3.0;81.63194562300392;50.398219566572045;10.0;19;22.0;1977;0.211401214;9;1892;0;900.0;0;1;165121.0139572471;1;1;0.6173835400092413;0;0;0;2022.74995036644;2763.7097331516416
27;3.0;83.8674529648854;50.55183203580001;8.0;3;6.0;2001;0.041116354;53;14892;4;900.0;1;4;312135.47042111505;0;1;0.6027586417458706;0;0;0;3721.771192357583;2763.7097331516416
27;2.0;63.34017491446288;59.74058159748621;1.0;8;13.0;1977;0.017647053;2;469;0;900.0;0;0;159898.80431990125;0;1;0.9431704550573518;0;0;0;2524.445259834458;2763.7097331516416
27;1.0;30.78631490738768;28.975320647191825;10.0;6;22.0;2016;0.211401214;9;1892;0;900.0;0;1;87966.76405204533;0;1;0.9411753480192824;0;0;0;2857.3333416704663;2763.7097331516416
27;2.0;67.02059274815404;60.70457368319593;1.0;9;13.0;1977;0.017647053;2;469;0;900.0;0;0;188121.30370417825;0;1;0.9057600238080248;0;0;0;2806.917933583327;2763.7097331516416
27;1.0;44.15361938638872;41.77933734434121;10.0;5;20.0;2016;0.011654127;4;915;0;900.0;0;0;134173.53618725325;0;1;0.9462267855944004;0;0;0;3038.7890744153824;2763.7097331516416
27;1.0;47.042957003980064;45.660065199017275;6.0;10;17.0;2017;0.017647053;2;469;0;900.0;0;0;146146.40169062206;0;1;0.9706036377592976;0;0;0;3106.6584882888496;2763.7097331516416
27;1.0;46.03279742333472;21.519250227440704;10.0;8;12.0;2004;0.211401214;9;1892;0;900.0;0;1;151318.95610082892;0;1;0.4674764826812865;0;0;0;3287.1987924010687;2763.7097331516416
27;2.0;67.7835490250506;60.633547167307995;1.0;12;13.0;1977;0.017647053;2;469;0;900.0;0;0;194205.1156902169;0;1;0.8945171511291007;0;0;0;2865.0774189832546;2763.7097331516416
27;3.0;82.51591138174318;45.376024043829716;1.0;5;13.0;1977;0.017647053;2;469;0;900.0;0;0;207858.57125868363;0;1;0.5499063548350901;0;0;0;2519.012003600954;2763.7097331516416
27;1.0;35.14802286911881;21.699810783262343;1.0;14;25.0;2016;0.072157581;2;629;1;900.0;0;0;108871.95725692804;0;1;0.6173835400092413;0;0;1;3097.5272111986524;2763.7097331516416
